Student_ID,Age,Grade_Level,Prior_CT_Experience,Tool_Used,Abstraction_Score,Algorithmic_Thinking_Score,Decomposition_Score,Pattern_Recognition_Score,Debugging_Score,Creative_Expression_Score,Tool_Session_Count,Time_Spent_Per_Session,Tasks_Completed,Tool_Features_Used,Lines_of_Code,Pre_Test_Score,Post_Test_Score,Improvement_Score,Critical_Thinking_Score,Collaboration_Score,Engagement_Level,Motivation_Score,Error_Rate,Feedback_Received,Skill_Improvement_Category,CT_Mastery_Level,Tool_Effectiveness
S05337,14,Middle,Beginner,Python,5,3,4,4,1,3,6,30,8,5,421,51,62,11,3,4,3,3,4,3,2,Developing,Medium
S05338,16,High,None,Python,5,5,1,5,4,3,8,38,7,4,205,40,54,14,3,3,3,2,3,1,2,Beginner,High
S05339,32,Middle,Beginner,Scratch,2,3,4,2,4,5,6,37,20,5,114,64,75,11,4,5,4,2,2,4,1,Beginner,High
S05340,34,Middle,None,Scratch,4,2,5,3,1,5,6,32,19,2,231,44,60,16,2,3,4,2,5,3,1,Developing,High
S05341,21,Middle,Intermediate,Micro:bit,4,4,3,2,3,5,7,52,8,5,289,42,56,14,3,4,5,2,2,3,1,Developing,High
S05342,21,High,Beginner,Scratch,3,2,4,3,3,4,9,47,13,4,120,48,68,20,2,4,3,4,2,2,2,Proficient,Medium
S05343,33,High,None,Blockly,4,4,1,3,2,4,4,46,18,5,188,62,87,25,3,4,3,2,4,1,1,Expert,Medium
S05344,35,Middle,Intermediate,Scratch,3,5,2,3,4,5,6,56,16,5,332,43,58,15,3,5,5,2,5,2,2,Expert,High
S05345,21,High,Beginner,Python,5,2,5,2,1,4,8,29,12,5,414,52,71,19,4,4,5,5,4,3,2,Developing,High
S05346,12,Middle,Beginner,Micro:bit,2,4,2,2,3,3,8,55,16,4,301,60,75,15,3,4,4,2,6,3,2,Expert,High
S05347,20,Middle,Intermediate,Scratch,2,5,1,4,5,3,10,26,7,5,201,46,60,14,5,4,5,3,3,4,2,Proficient,Medium
S05348,30,High,Beginner,Scratch,2,3,1,4,5,3,3,54,18,2,496,51,64,13,3,4,3,3,5,2,1,Beginner,High
S05349,31,High,Beginner,Micro:bit,4,3,5,4,4,3,5,41,15,3,227,64,77,13,4,5,4,4,2,4,1,Beginner,High
S05350,12,High,None,Blockly,4,4,2,5,1,3,9,48,12,4,178,57,69,12,4,4,4,5,4,4,1,Proficient,Low
S05351,27,Middle,Beginner,Python,5,5,5,3,1,5,4,45,17,4,143,47,65,18,2,5,3,4,4,4,1,Expert,High
S05352,15,High,None,Blockly,5,4,1,4,3,5,4,50,18,4,347,50,64,14,3,5,4,3,2,2,1,Developing,High
S05353,13,Middle,None,Scratch,5,4,4,2,3,5,5,29,20,2,360,41,62,21,2,4,3,4,3,3,1,Expert,Low
S05354,28,High,Beginner,Scratch,3,4,5,3,2,3,4,50,15,4,80,63,83,20,5,5,5,2,4,2,2,Proficient,Low
S05355,19,Middle,Intermediate,Python,2,4,4,3,4,5,5,31,16,3,336,63,80,17,4,4,4,5,3,1,1,Beginner,High
S05356,29,Middle,Beginner,Blockly,3,5,5,4,2,3,5,28,5,4,480,57,74,17,3,3,4,3,3,1,2,Developing,Medium
S05357,26,Middle,None,Scratch,4,2,4,5,2,3,7,57,15,2,86,50,61,11,3,4,4,4,3,4,2,Developing,Medium
S05358,15,Middle,Intermediate,Scratch,3,2,3,2,1,5,6,53,8,4,383,41,58,17,5,4,3,3,2,1,2,Expert,Medium
S05359,33,High,None,Python,2,4,1,5,4,4,5,30,7,5,448,51,71,20,3,4,3,2,5,2,2,Proficient,Medium
S05360,24,Middle,None,Micro:bit,2,5,2,2,3,4,5,28,17,5,238,67,82,15,3,4,5,3,4,1,2,Proficient,Low
S05361,30,Middle,Beginner,Scratch,5,5,2,3,4,5,6,60,19,3,111,41,54,13,2,4,3,4,2,1,2,Expert,Low
S05362,23,Middle,Intermediate,Python,3,5,1,2,2,3,9,36,12,2,107,58,72,14,3,4,3,2,6,4,2,Expert,Low
S05363,26,Middle,None,Micro:bit,3,5,1,5,5,3,10,33,12,4,279,41,61,20,5,4,3,4,5,3,1,Beginner,Low
S05364,21,Middle,Intermediate,Python,4,2,1,3,2,4,6,41,14,2,109,62,82,20,5,5,4,4,2,3,1,Beginner,Low
S05365,25,Middle,Intermediate,Blockly,4,2,5,5,2,4,5,30,6,2,81,53,71,18,5,4,4,3,2,2,1,Developing,Low
S05366,33,High,Intermediate,Micro:bit,5,2,5,3,4,5,7,32,18,4,248,51,68,17,4,3,5,2,3,2,1,Beginner,High
S05367,27,Middle,Beginner,Blockly,2,5,3,2,3,5,3,55,17,2,313,44,65,21,2,5,4,3,3,1,2,Beginner,Low
S05368,30,High,Beginner,Scratch,3,5,1,3,5,4,3,53,10,4,181,48,60,12,5,5,4,3,4,2,2,Beginner,High
S05369,28,High,Intermediate,Scratch,4,5,3,5,3,3,7,35,13,3,294,60,82,22,4,4,4,2,3,1,1,Proficient,Medium
S05370,21,Middle,None,Python,3,2,5,5,1,3,8,44,13,4,246,56,68,12,2,5,3,2,2,1,2,Beginner,Medium
S05371,22,Middle,Intermediate,Blockly,5,5,1,3,2,5,8,35,8,5,222,68,91,23,3,5,5,5,3,1,1,Proficient,Medium
S05372,23,High,Intermediate,Scratch,2,5,4,3,1,5,10,52,9,2,116,54,77,23,2,4,4,2,3,3,1,Developing,Low
S05373,31,Middle,None,Blockly,2,3,2,3,5,4,6,57,10,4,491,67,91,24,2,4,5,3,2,3,1,Developing,Medium
S05374,12,Middle,Intermediate,Blockly,3,2,1,5,1,4,9,34,6,4,470,70,83,13,4,3,5,5,3,4,1,Beginner,Medium
S05375,32,High,Beginner,Blockly,4,2,3,3,4,5,5,29,14,4,326,53,75,22,4,4,4,2,5,3,1,Developing,Low
S05376,21,High,None,Blockly,2,4,4,4,5,4,5,33,5,5,140,43,53,10,3,5,5,4,4,2,1,Developing,Medium
S05377,20,High,Intermediate,Blockly,5,2,1,4,4,4,5,37,19,2,361,50,61,11,5,4,4,5,2,4,2,Developing,Low
S05378,35,High,None,Scratch,2,4,1,4,4,4,7,43,8,4,331,57,75,18,3,3,4,4,4,2,2,Developing,Medium
S05379,29,Middle,Beginner,Python,2,4,4,3,4,5,6,53,8,5,420,47,57,10,5,4,5,4,2,3,1,Beginner,High
S05380,12,High,Intermediate,Scratch,3,2,4,2,5,5,6,30,9,2,145,68,80,12,3,5,4,4,2,1,1,Proficient,High
S05381,21,Middle,Beginner,Micro:bit,5,4,2,3,5,4,5,39,19,5,82,46,64,18,3,3,4,3,5,1,1,Proficient,Low
S05382,29,Middle,Beginner,Blockly,5,3,1,5,3,4,7,57,20,4,365,42,64,22,4,5,5,5,4,2,1,Developing,Medium
S05383,14,Middle,Intermediate,Blockly,2,4,4,3,3,3,5,43,8,3,247,55,68,13,3,4,3,2,5,3,1,Proficient,Medium
S05384,25,Middle,Beginner,Scratch,5,3,1,5,2,4,7,30,6,5,165,43,61,18,4,4,3,4,2,1,2,Expert,High
S05385,25,Middle,Intermediate,Micro:bit,5,2,5,5,1,5,6,55,15,5,237,40,62,22,2,5,3,3,6,1,1,Expert,High
S05386,32,High,None,Micro:bit,2,4,2,4,2,4,4,33,6,2,155,57,78,21,2,5,4,5,4,2,1,Developing,Medium
S05387,14,High,Beginner,Micro:bit,3,4,1,2,5,4,3,47,11,4,231,54,66,12,4,4,5,4,4,3,1,Expert,Low
S05388,25,Middle,Intermediate,Micro:bit,4,4,3,3,5,5,7,55,10,2,458,52,68,16,5,3,5,5,6,2,1,Beginner,High
S05389,22,High,Beginner,Scratch,2,2,2,4,5,5,8,45,5,4,233,68,91,23,4,5,4,3,2,2,1,Proficient,Medium
S05390,31,Middle,Beginner,Micro:bit,4,3,1,4,1,5,8,25,9,4,436,56,70,14,5,5,4,5,2,4,1,Expert,Medium
S05391,16,Middle,Intermediate,Scratch,5,4,3,5,3,4,8,56,13,2,208,45,56,11,2,3,5,2,2,1,1,Developing,Medium
S05392,24,High,None,Scratch,2,2,5,5,2,5,6,44,14,5,343,63,87,24,4,5,3,5,5,4,1,Developing,Low
S05393,29,High,Beginner,Micro:bit,3,5,1,4,2,4,6,26,11,5,84,60,79,19,2,3,4,2,2,2,2,Proficient,High
S05394,28,Middle,None,Micro:bit,5,3,2,3,4,3,6,53,15,4,448,68,92,24,5,4,5,5,5,1,1,Proficient,Medium
S05395,28,Middle,Intermediate,Scratch,4,4,2,4,3,4,9,27,14,3,147,43,63,20,2,3,5,3,6,2,2,Beginner,Low
S05396,13,High,None,Blockly,5,4,5,4,2,3,8,35,12,2,298,59,76,17,3,3,5,2,2,3,1,Expert,Medium
S05397,29,High,Intermediate,Micro:bit,3,3,3,4,1,5,4,31,15,4,448,67,79,12,2,3,5,5,6,1,2,Beginner,Low
S05398,34,Middle,None,Blockly,2,3,2,4,1,3,7,54,15,4,252,65,76,11,2,3,3,3,5,2,2,Proficient,Low
S05399,17,Middle,None,Blockly,2,4,1,3,2,3,3,51,19,4,354,62,75,13,4,5,4,2,5,1,2,Proficient,Low
S05400,31,High,None,Python,2,4,1,3,4,4,6,36,14,3,93,48,66,18,2,3,4,4,6,4,1,Beginner,Medium
S05401,24,Middle,Beginner,Python,3,5,5,2,2,5,8,52,9,2,151,50,71,21,4,3,4,5,6,4,1,Proficient,High
S05402,35,Middle,None,Scratch,3,2,2,3,4,4,10,40,14,5,133,45,59,14,5,5,3,3,3,3,2,Developing,High
S05403,34,Middle,Intermediate,Python,5,5,3,4,2,5,9,44,15,5,334,44,60,16,4,5,4,4,6,1,1,Expert,High
S05404,26,Middle,Beginner,Micro:bit,3,5,5,5,2,3,9,45,16,4,312,50,75,25,4,4,4,4,5,2,2,Proficient,Low
S05405,15,High,Intermediate,Blockly,4,4,1,3,4,3,8,42,6,5,215,50,63,13,3,4,5,4,2,1,1,Expert,High
S05406,33,High,None,Scratch,2,4,4,3,1,3,6,51,17,4,370,54,76,22,5,5,5,4,2,4,2,Beginner,High
S05407,24,Middle,None,Scratch,2,4,3,4,2,5,3,47,20,5,336,67,77,10,5,5,4,3,5,1,2,Expert,High
S05408,18,High,Beginner,Micro:bit,3,3,3,3,4,3,9,35,13,2,377,64,79,15,4,4,5,5,5,4,1,Developing,Low
S05409,29,High,Intermediate,Micro:bit,3,4,1,3,1,4,9,60,8,2,353,54,74,20,4,3,3,4,4,2,2,Beginner,Low
S05410,22,High,Intermediate,Micro:bit,2,3,1,5,5,3,9,42,13,4,253,67,80,13,4,3,3,3,2,1,2,Beginner,Low
S05411,35,Middle,None,Blockly,4,5,2,5,4,3,5,54,16,5,122,45,60,15,5,5,3,2,2,3,1,Beginner,Low
S05412,32,High,Beginner,Micro:bit,5,5,3,2,1,4,10,27,14,5,223,69,87,18,5,5,5,5,6,4,2,Proficient,Low
S05413,25,High,None,Blockly,2,2,4,3,4,3,9,28,5,3,387,64,74,10,3,3,5,2,6,4,1,Developing,Medium
S05414,23,High,Beginner,Blockly,4,4,3,2,4,4,5,47,13,5,165,42,58,16,5,3,3,4,6,1,2,Developing,Medium
S05415,18,Middle,Intermediate,Python,2,3,5,3,2,3,5,40,14,2,281,49,60,11,3,3,5,5,4,3,2,Developing,High
S05416,28,Middle,Intermediate,Micro:bit,3,3,3,4,1,4,9,49,5,5,128,70,88,18,4,5,4,5,5,1,1,Proficient,Low
S05417,12,Middle,None,Blockly,2,4,5,4,5,4,5,57,7,2,128,48,72,24,5,3,3,5,6,2,2,Proficient,Low
S05418,22,High,None,Scratch,2,2,4,4,3,4,9,30,20,5,198,68,81,13,2,4,3,3,2,2,2,Beginner,High
S05419,24,High,None,Python,5,2,1,3,5,5,8,35,16,5,204,45,67,22,5,4,5,5,6,1,2,Proficient,Medium
S05420,16,High,Beginner,Blockly,5,3,2,5,1,3,3,29,5,5,249,69,91,22,5,3,4,3,5,3,2,Expert,Low
S05421,16,High,Intermediate,Python,2,4,4,4,5,3,8,40,14,2,372,69,84,15,2,4,5,5,5,2,1,Proficient,High
S05422,35,Middle,None,Blockly,4,2,5,2,5,3,7,58,14,5,443,44,67,23,2,4,5,4,5,3,2,Expert,Low
S05423,31,High,Intermediate,Blockly,5,2,4,2,3,3,10,47,8,5,294,52,62,10,4,3,4,4,4,1,1,Beginner,High
S05424,30,High,Beginner,Python,2,3,5,2,3,4,3,53,6,5,109,59,70,11,2,4,3,3,6,3,1,Developing,Low
S05425,13,Middle,None,Python,4,3,5,3,5,3,4,51,15,2,316,64,83,19,4,5,3,3,4,4,1,Developing,High
S05426,21,Middle,Beginner,Scratch,2,5,3,4,1,3,5,53,12,3,279,66,89,23,2,4,5,5,3,3,2,Expert,High
S05427,31,High,Intermediate,Blockly,4,5,3,4,4,3,4,59,17,5,364,62,81,19,2,5,3,2,6,4,1,Beginner,Low
S05428,27,High,Intermediate,Scratch,4,2,5,4,1,4,7,43,17,5,469,52,68,16,2,4,5,5,6,3,2,Expert,Low
S05429,33,Middle,Intermediate,Python,4,4,5,4,4,5,5,38,10,3,445,42,56,14,4,3,4,4,2,1,2,Beginner,Medium
S05430,13,High,Beginner,Python,3,5,1,2,2,3,4,43,8,5,246,50,65,15,5,5,3,4,3,2,2,Developing,Medium
S05431,20,High,Intermediate,Python,3,4,1,4,4,5,6,32,12,4,419,52,73,21,3,3,3,4,6,4,1,Expert,Medium
S05432,17,High,Intermediate,Python,3,3,4,2,5,5,6,46,9,2,450,45,59,14,4,5,3,5,3,3,1,Expert,Medium
S05433,26,High,None,Scratch,4,3,3,2,3,3,4,30,16,5,408,42,54,12,5,3,4,4,6,2,2,Proficient,Medium
S05434,24,Middle,Beginner,Micro:bit,2,3,1,3,3,5,3,37,9,3,432,45,60,15,2,3,5,3,3,4,1,Developing,Medium
S05435,32,Middle,Beginner,Micro:bit,4,5,5,4,1,3,5,60,20,4,222,43,64,21,2,4,3,2,6,2,2,Beginner,Low
S05436,28,High,None,Scratch,5,4,2,3,5,5,4,29,11,3,256,70,92,22,4,4,3,4,2,2,1,Developing,Low
S05437,15,High,Beginner,Python,4,4,2,2,5,3,3,25,14,5,371,62,87,25,2,3,3,4,4,3,1,Expert,Medium
S05438,14,High,Intermediate,Micro:bit,4,5,4,3,5,4,10,51,9,5,373,58,70,12,5,3,5,3,5,4,2,Expert,Low
S05439,23,Middle,Intermediate,Micro:bit,5,3,2,4,2,5,3,57,20,2,431,46,70,24,2,4,3,5,5,2,2,Beginner,Medium
S05440,13,Middle,Intermediate,Python,5,4,3,4,5,5,10,54,6,5,95,43,64,21,4,3,3,3,5,1,2,Developing,Low
S05441,19,High,Intermediate,Micro:bit,4,2,3,2,3,5,4,26,17,5,337,45,65,20,3,4,4,2,4,1,2,Developing,High
S05442,13,High,None,Blockly,2,5,1,4,2,3,4,47,14,3,375,60,78,18,3,5,3,5,3,2,1,Beginner,High
S05443,34,High,None,Blockly,4,5,4,5,2,4,10,29,20,4,413,44,61,17,4,5,3,3,3,3,2,Developing,Low
S05444,29,Middle,Intermediate,Blockly,3,4,5,2,4,3,7,41,7,4,112,40,53,13,3,4,4,2,5,1,2,Developing,Medium
S05445,23,High,Beginner,Python,4,5,5,4,1,4,7,53,14,5,340,48,63,15,5,3,3,4,3,2,2,Expert,Medium
S05446,26,High,Intermediate,Micro:bit,3,4,5,5,5,4,6,25,13,2,270,55,74,19,4,5,3,4,6,4,1,Developing,High
S05447,14,Middle,Beginner,Blockly,5,3,4,3,4,4,10,31,16,2,86,47,57,10,3,5,5,2,4,2,2,Beginner,High
S05448,34,Middle,Intermediate,Python,2,4,4,3,3,5,9,50,6,2,228,48,60,12,4,5,5,3,3,2,2,Developing,High
S05449,14,High,Beginner,Blockly,5,5,1,3,3,3,4,50,14,3,317,65,84,19,2,5,4,3,3,2,1,Proficient,High
S05450,30,Middle,Beginner,Scratch,2,4,2,4,4,4,8,50,15,5,145,63,83,20,4,3,3,4,6,4,1,Expert,Low
S05451,27,Middle,Intermediate,Blockly,2,4,4,2,1,4,5,47,7,3,335,66,81,15,5,4,5,4,5,2,1,Developing,Medium
S05452,27,High,Intermediate,Scratch,5,3,3,5,5,4,4,50,6,3,484,68,90,22,3,3,3,4,6,3,1,Expert,High
S05453,28,Middle,Beginner,Micro:bit,5,5,2,4,1,4,6,59,17,2,448,68,82,14,3,5,3,5,6,3,2,Developing,High
S05454,31,Middle,Intermediate,Python,3,2,4,4,4,4,7,33,16,3,120,60,72,12,5,3,4,5,2,3,1,Expert,Medium
S05455,26,High,Beginner,Scratch,3,5,2,2,5,3,7,50,16,2,374,50,68,18,4,3,4,2,2,2,2,Developing,High
S05456,35,High,Beginner,Python,5,4,2,5,4,3,10,49,16,2,224,41,66,25,4,5,3,3,6,4,2,Beginner,Medium
S05457,15,High,None,Python,2,2,4,2,5,3,10,36,20,5,469,59,77,18,3,4,5,4,3,2,2,Beginner,Low
S05458,18,Middle,None,Python,3,5,2,4,4,3,8,49,12,5,289,70,84,14,2,5,4,5,5,1,1,Proficient,High
S05459,16,Middle,Beginner,Blockly,4,2,3,2,5,4,5,48,15,2,106,64,82,18,3,5,3,3,2,2,1,Proficient,Low
S05460,15,Middle,Beginner,Scratch,2,5,2,2,5,5,9,58,7,2,248,60,83,23,2,4,4,4,5,2,2,Proficient,Low
S05461,32,High,Intermediate,Scratch,4,3,4,3,5,3,7,32,9,3,148,52,62,10,5,3,5,2,4,4,1,Developing,Low
S05462,32,High,Beginner,Blockly,4,2,1,4,5,5,9,55,17,3,389,40,59,19,2,4,5,3,3,2,2,Developing,High
S05463,31,Middle,None,Scratch,4,3,2,5,5,4,8,43,17,2,139,54,67,13,4,4,4,4,4,4,1,Expert,Medium
S05464,33,High,Intermediate,Micro:bit,3,5,5,5,3,3,9,44,5,3,266,41,65,24,4,5,3,4,5,2,2,Beginner,Medium
S05465,21,Middle,None,Scratch,2,2,1,3,3,4,5,56,14,5,103,66,85,19,4,3,5,3,6,1,2,Developing,Medium
S05466,20,High,Beginner,Python,3,5,4,4,2,4,7,56,6,3,156,42,58,16,4,3,5,5,3,2,2,Beginner,High
S05467,34,High,Intermediate,Micro:bit,3,2,2,5,4,5,7,45,18,2,87,60,72,12,4,3,3,2,3,4,1,Proficient,Medium
S05468,20,Middle,Intermediate,Scratch,3,4,5,3,2,4,5,30,16,4,233,42,62,20,4,4,3,4,4,1,1,Developing,Low
S05469,15,High,Beginner,Python,4,5,1,3,5,5,5,43,7,2,124,45,65,20,4,5,3,4,3,4,1,Beginner,High
S05470,29,Middle,Intermediate,Python,3,3,1,5,5,4,9,47,18,5,261,69,91,22,2,5,5,5,3,2,1,Beginner,Medium
S05471,29,High,Intermediate,Python,4,5,2,5,1,5,7,36,8,2,181,51,71,20,2,5,4,5,2,1,1,Developing,Medium
S05472,32,High,None,Python,2,3,4,5,5,4,9,26,17,2,453,42,53,11,5,5,4,4,4,2,2,Beginner,Low
S05473,19,High,Beginner,Python,4,5,2,3,2,5,4,27,19,2,156,65,81,16,3,3,5,2,3,3,1,Expert,Low
S05474,12,Middle,Intermediate,Python,3,2,3,2,5,4,9,35,8,3,268,61,74,13,3,5,5,3,2,1,2,Beginner,Medium
S05475,15,Middle,None,Micro:bit,2,4,3,3,3,3,10,41,10,4,206,68,91,23,5,3,5,2,4,4,2,Proficient,Low
S05476,23,Middle,None,Scratch,3,3,1,5,5,3,4,31,16,2,258,67,88,21,2,5,5,3,6,3,2,Developing,Low
S05477,19,Middle,None,Python,2,5,5,5,1,5,10,35,13,4,221,56,71,15,2,4,4,4,2,4,1,Proficient,High
S05478,26,Middle,Beginner,Micro:bit,4,2,3,4,4,4,9,26,13,2,375,63,83,20,4,3,5,5,4,2,1,Developing,Low
S05479,19,High,Intermediate,Scratch,3,2,5,2,5,3,9,60,6,5,372,41,52,11,3,4,3,4,5,1,1,Proficient,High
S05480,20,High,Beginner,Python,4,4,1,5,1,3,5,37,5,5,189,45,58,13,3,5,5,4,3,4,2,Proficient,Medium
S05481,27,High,None,Python,3,3,2,5,5,3,6,42,13,5,396,65,88,23,2,3,5,4,5,4,1,Developing,Medium
S05482,29,Middle,Beginner,Blockly,3,2,3,5,3,4,10,28,17,5,277,55,77,22,3,4,5,4,2,1,1,Beginner,High
S05483,14,High,None,Scratch,3,5,2,4,3,4,6,47,8,5,192,70,90,20,4,5,3,3,6,2,1,Expert,Medium
S05484,29,Middle,None,Blockly,2,5,3,3,5,5,5,58,18,2,220,59,72,13,4,4,5,4,2,1,1,Beginner,Medium
S05485,21,Middle,None,Python,2,2,1,3,3,4,7,29,13,3,257,63,73,10,5,5,5,3,6,1,1,Beginner,Low
S05486,18,High,Intermediate,Python,3,5,4,5,2,4,3,55,12,3,128,54,68,14,2,5,4,2,2,2,2,Expert,Medium
S05487,29,High,None,Blockly,3,5,4,5,4,4,3,49,11,5,265,64,78,14,4,5,5,5,4,2,1,Proficient,Medium
S05488,33,High,Beginner,Micro:bit,5,4,5,4,3,4,8,52,19,5,114,63,80,17,2,4,3,3,5,1,1,Proficient,Low
S05489,26,High,Intermediate,Python,5,3,4,2,4,4,8,51,9,2,208,65,85,20,2,3,4,2,4,4,1,Proficient,High
S05490,25,High,Beginner,Blockly,5,4,5,2,4,3,10,36,10,4,445,46,67,21,5,5,5,2,5,4,1,Proficient,Medium
S05491,32,High,None,Python,4,4,5,3,4,3,7,27,20,4,307,54,66,12,3,4,3,2,2,2,2,Expert,Medium
S05492,22,High,None,Scratch,4,4,5,3,5,3,6,28,15,2,106,51,61,10,3,5,4,2,3,1,2,Beginner,Medium
S05493,21,High,Intermediate,Scratch,4,4,4,5,2,3,4,38,10,4,283,55,71,16,2,5,4,4,2,3,2,Beginner,High
S05494,30,High,Intermediate,Micro:bit,4,4,5,5,3,3,4,44,10,2,332,41,65,24,5,4,4,5,2,3,2,Developing,Low
S05495,31,High,Intermediate,Blockly,5,5,3,5,3,4,5,53,18,2,414,51,64,13,5,3,4,4,2,4,1,Beginner,Low
S05496,33,Middle,Beginner,Blockly,5,3,3,5,1,5,6,34,6,2,95,62,72,10,3,4,4,3,5,3,1,Developing,Low
S05497,21,Middle,Beginner,Python,2,2,5,2,4,5,6,43,6,4,417,55,66,11,3,3,4,2,2,1,2,Beginner,High
S05498,20,High,None,Blockly,2,3,4,4,5,5,7,33,15,4,231,56,80,24,4,5,5,5,3,4,1,Beginner,Medium
S05499,14,Middle,Intermediate,Python,5,3,4,4,3,3,10,32,10,5,203,42,65,23,2,4,5,2,3,2,2,Developing,High
S05500,34,High,Intermediate,Blockly,2,2,2,3,5,4,10,41,18,5,248,43,67,24,3,3,4,5,3,1,2,Developing,High
S05501,19,Middle,Beginner,Python,4,2,3,5,4,4,4,49,5,4,442,50,62,12,2,4,3,2,3,2,1,Developing,Low
S05502,12,Middle,Intermediate,Micro:bit,4,4,2,5,3,3,6,41,14,4,337,54,64,10,3,5,4,5,2,3,2,Expert,High
S05503,21,Middle,None,Micro:bit,3,2,2,5,4,3,9,35,17,4,233,53,69,16,4,3,3,4,5,2,2,Beginner,High
S05504,12,Middle,None,Scratch,3,5,1,5,4,4,10,35,16,4,232,40,53,13,2,3,4,2,2,4,1,Expert,Medium
S05505,26,High,Intermediate,Blockly,4,4,5,3,2,5,10,38,10,5,275,53,76,23,2,4,3,2,4,4,2,Expert,Low
S05506,31,High,Intermediate,Python,3,3,1,5,2,3,3,36,13,4,284,40,52,12,2,4,5,2,2,4,2,Developing,Medium
S05507,33,Middle,Beginner,Micro:bit,4,2,4,4,4,5,8,54,5,3,289,45,69,24,3,3,3,3,5,2,2,Developing,Medium
S05508,30,High,Beginner,Scratch,4,3,2,4,1,5,6,28,5,2,257,65,90,25,3,4,4,3,2,3,1,Expert,Medium
S05509,18,Middle,Beginner,Micro:bit,4,4,3,4,2,4,6,25,20,4,426,60,70,10,4,4,4,5,3,2,2,Proficient,High
S05510,34,Middle,None,Python,3,3,2,3,3,5,3,60,18,5,347,45,56,11,4,4,3,5,2,2,2,Proficient,Low
S05511,33,Middle,Beginner,Scratch,3,4,2,4,3,3,8,39,14,3,370,68,83,15,5,5,3,3,5,3,2,Developing,High
S05512,22,High,None,Micro:bit,5,2,4,4,2,4,6,38,9,5,95,52,74,22,5,4,3,4,5,4,1,Proficient,High
S05513,28,Middle,None,Scratch,2,5,5,2,2,3,8,42,20,5,339,67,86,19,4,4,5,2,6,3,1,Proficient,Low
S05514,33,High,Beginner,Python,4,3,5,3,4,4,8,46,15,2,108,45,70,25,3,5,5,5,2,4,2,Developing,High
S05515,14,Middle,Beginner,Micro:bit,4,4,4,4,5,4,7,26,17,3,159,57,71,14,3,5,4,2,5,3,2,Developing,Medium
S05516,13,Middle,Intermediate,Scratch,3,2,3,2,1,4,3,55,9,4,311,45,59,14,2,4,4,2,3,2,1,Developing,Medium
S05517,22,Middle,Intermediate,Scratch,5,4,1,2,5,4,8,50,7,2,188,55,66,11,5,4,4,4,6,4,1,Developing,High
S05518,30,High,Intermediate,Scratch,3,5,3,2,3,4,3,56,6,5,232,70,89,19,5,3,5,4,4,3,2,Expert,Low
S05519,21,High,Beginner,Python,4,5,5,2,4,5,6,31,20,5,423,41,63,22,4,4,4,5,6,1,2,Expert,Medium
S05520,31,High,None,Micro:bit,2,4,2,2,5,4,5,33,18,2,470,59,82,23,2,3,5,3,2,1,1,Expert,High
S05521,30,High,Beginner,Micro:bit,2,2,2,3,3,3,6,60,15,4,112,59,75,16,2,5,5,2,6,4,1,Beginner,High
S05522,35,High,Intermediate,Python,2,2,3,4,1,5,6,28,20,5,376,45,56,11,4,5,4,5,6,4,1,Beginner,High
S05523,24,High,Beginner,Scratch,4,5,1,5,4,5,5,56,8,4,369,57,76,19,5,5,3,4,4,3,1,Beginner,Low
S05524,29,High,Beginner,Scratch,5,4,1,5,1,3,7,37,6,3,449,64,89,25,3,3,4,2,5,1,1,Proficient,Medium
S05525,23,High,Beginner,Micro:bit,5,2,2,5,2,3,7,47,20,2,430,51,61,10,3,3,3,2,5,3,1,Proficient,Medium
S05526,14,High,Intermediate,Scratch,2,3,3,5,5,3,3,60,18,3,405,41,59,18,4,3,4,2,3,4,1,Developing,High
S05527,15,High,Beginner,Blockly,4,3,4,4,4,5,3,49,8,5,422,42,67,25,3,4,3,4,5,3,1,Beginner,Medium
S05528,23,High,Intermediate,Python,4,3,3,4,5,5,7,34,5,2,351,41,61,20,2,3,5,2,6,2,1,Beginner,Medium
S05529,20,High,None,Micro:bit,2,4,4,4,4,3,3,49,18,2,368,50,63,13,5,3,4,3,3,2,1,Developing,Low
S05530,29,High,None,Python,2,3,1,3,5,3,3,60,10,2,174,70,90,20,5,3,4,3,4,1,2,Proficient,Medium
S05531,19,High,Beginner,Micro:bit,4,5,4,3,4,5,4,53,18,5,354,43,54,11,2,3,5,2,4,1,2,Developing,High
S05532,19,Middle,Intermediate,Micro:bit,4,2,4,3,4,4,5,28,10,3,168,64,83,19,5,4,5,2,5,4,2,Beginner,High
S05533,25,Middle,Intermediate,Python,4,4,1,3,2,5,7,39,11,4,344,50,70,20,2,3,4,3,6,1,1,Developing,Low
S05534,12,Middle,Beginner,Micro:bit,4,4,3,2,1,5,10,31,12,5,130,58,74,16,2,3,4,4,6,4,1,Expert,Medium
S05535,28,Middle,Intermediate,Micro:bit,2,4,1,4,1,5,6,53,5,4,424,69,92,23,5,3,3,2,4,3,2,Expert,Medium
S05536,28,Middle,Beginner,Scratch,3,2,5,2,3,4,3,25,8,2,482,40,53,13,5,3,5,2,4,3,1,Expert,Low
S05537,23,Middle,Intermediate,Python,4,2,5,5,1,3,7,44,6,2,414,44,61,17,2,3,4,5,4,4,2,Developing,High
S05538,35,High,Beginner,Python,5,4,3,2,2,3,7,55,11,3,367,47,59,12,5,3,5,5,3,2,2,Developing,High
